word,joy_score
bass,0.5780089696359947
controller,0.5561649723556512
amp,0.5555498218819737
styling,0.5546407657590526
guitar,0.5538153056875379
drums,0.5534094619690781
vampire,0.552457550135769
vocals,0.5511970764993044
programming,0.5503634011039039
demo,0.5495224334761205
instrument,0.5494663588511277
tutorials,0.5492700877767042
Angel,0.5487302634358983
inputs,0.5462329805159302
PHP,0.5461487611754394
specs,0.5457065664156427
fills,0.545144945422884
Date,0.5444708487188872
keyboard,0.5443374143475563
Rating,0.5442671831730177
Edit,0.5438176620822103
Application,0.5436490732283761
combo,0.5435998995936612
HD,0.5430308288174628
Item,0.5427989528791154
SQL,0.5426654401314077
Sony,0.5426232769367991
PA,0.5425038112379935
displays,0.5425038112379935
SD,0.5424405627116431
accepts,0.5423702849667653
LG,0.5422367526080996
instruments,0.542124299598401
Fall,0.54203292836707
warranty,0.5416463265594034
accessory,0.5413862207346757
MA,0.5411823382320996
Metro,0.5410557835318878
Accessories,0.5409221922694293
festivals,0.540788595124727
disc,0.5406831195520948
setup,0.5403244753957042
SP,0.5402400824513247
Description,0.5396844381830055
scent,0.5395507874511694
loves,0.5394030616048191
strings,0.5393538181164513
sub,0.5392553288360347
Product,0.5391779422506773
commands,0.5388965205923073
baking,0.5387346918992126
whenever,0.5384602680819845
Section,0.5384461944359464
PS3,0.5384110100527904
accessories,0.5383054546087062
date,0.5381576712188713
Schedule,0.5378972746594401
User,0.5377353960969821
custom,0.5377072424903725
Batman,0.5376087029746907
CSS,0.5375735095780679
throne,0.5373553021753844
composer,0.5372778702981331
extensions,0.5370948423562505
requires,0.5368977241635116
Canon,0.5368062010785818
Holy,0.5367850800142699
rack,0.5366865133034431
Whenever,0.5366794727143049
tutorial,0.5366020252691912
grants,0.5365386578641289
departments,0.5364823302911118
♥,0.5364612072111359
haha,0.5362570107034699
plugin,0.5362218031782541
variable,0.5360950531001081
Location,0.5360668857821796
CC,0.5360598439167339
Custom,0.5360246343738629
catalog,0.5358133695866589
alot,0.5358133695866589
sticks,0.5357640726172886
angel,0.5357006897727143
anytime,0.5356373057748521
placement,0.5355246202706634
Range,0.535503491334479
cinnamon,0.5354401037615715
manages,0.5351724547438582
lighting,0.5351301925168219
cupcakes,0.535102017418503
Anyways,0.535102017418503
preferably,0.5350527104574851
lineup,0.5350104468026964
Band,0.5348977412669499
Reviews,0.5348625200556378
modules,0.5348484314737435
DC,0.5347779877306217
specialty,0.5346300513574799
Currently,0.5346159618609277
exception,0.5346018723091368
hardcore,0.5345102888775828
Weight,0.534369386749283
vanilla,0.5343552962344146
campus,0.5340875660601833
i,0.5340734744530077
Form,0.5340311993052815
Halloween,0.5340030156018539
SC,0.5339959696420713
Usually,0.5339043709315211
mouse,0.5338973247820858
worship,0.5338268625442777
Category,0.5337916309190294
batter,0.5337845845535167
awesome,0.5337141201573866
parameter,0.5337141201573866
Rain,0.5334886250628879
offerings,0.5334815781202016
piano,0.5333829195209209
MD,0.5332208318712988
builds,0.5332067369611276
Lab,0.5330023548178652
dedicated,0.5330023548178652
menus,0.5329671153958051
semester,0.5329600674719084
gameplay,0.5329530195348566
rows,0.5329248276551549
Born,0.5328332025949558
smells,0.53282615442159
Display,0.5327768168413272
responsive,0.5326922366414246
tall,0.5326781397586235
rarely,0.5325724114761108
trailer,0.5324173380393996
bake,0.532410289097784
tube,0.5322411106241782
NEVER,0.5322340613599624
exceptions,0.5321847161503108
occasionally,0.5321706174033061
stands,0.5320860238432793
department,0.5320578255798067
Order,0.5320296271115666
holy,0.5319450304800282
fulfill,0.5318956815965599
