word,Joy_Score
Libya,0.5564882496173493
TSA,0.5562332820345477
Romney,0.5562332820345477
Trump,0.5536403210968958
Republicans,0.5486023938246419
Clinton,0.547437938826801
deficit,0.5460900744547863
airline,0.5456824466156706
drew,0.5445846841415192
Obama,0.5441297692491793
economy,0.5439310476378282
workers,0.5437584622566035
emerged,0.5435283320760362
workforce,0.5432720288707279
Democrats,0.5428221352721762
airlines,0.5424087993387333
prison,0.5422256571251984
GOP,0.5421000672941759
Swiss,0.5418227041523026
Hillary,0.5414825064341303
Germans,0.5408019952759295
Republican,0.54062922581375
unemployment,0.5401265683552062
Cuba,0.5400480207262726
Americans,0.5398437875898126
Russians,0.538780513366419
tourism,0.5384242632915305
prosperity,0.5380417746842588
recipients,0.5377745300144608
sand,0.5375177450777702
oil,0.5372452168475642
leisure,0.5367472713795197
outlook,0.5367000937820013
toast,0.5364484688525535
viagra,0.5363226494191898
seized,0.5363016790635845
passengers,0.5360709966944264
Outlook,0.5358560287722275
prisoners,0.5357249442262295
Democratic,0.5355519050699407
winners,0.5354312969571519
officials,0.5353421491660161
laughed,0.5353316610420068
Greece,0.5351271363894107
blocked,0.535001269188335
welfare,0.5348963764479547
capitalism,0.5348334393215219
responded,0.5347337866036009
Switzerland,0.5346288860102906
Olympics,0.5345711893776636
amid,0.5342302358969269
worker,0.5341777786683063
emails,0.5340990914083555
crashed,0.5340833537526042
economic,0.5340308944102607
executives,0.5340099104624981
Donald,0.5338840042509136
recovered,0.5337161225893784
bucket,0.5336006995146336
Gay,0.5334223113273908
iron,0.5332858910617233
cried,0.5331914433451077
participants,0.5331704546403023
Hotels,0.5330707566902586
laughter,0.5329500661648778
Oil,0.5327873902269705
GDP,0.5325984674878939
planes,0.5324410247287457
NBA,0.5322835755088934
Democrat,0.5321786057883995
men,0.5321156225882858
travelers,0.5320211458698054
Mrs,0.5320106483147896
Bush,0.5319686578114541
selfish,0.5318794264891843
Medicare,0.5316117203111055
recession,0.5316012216577978
runners,0.5316012216577978
nations,0.5315644761509626
plane,0.5315644761509626
Heat,0.5314804851362342
cartoon,0.5314804851362342
refugees,0.531475235638539
exports,0.5313124977602823
Jobs,0.5312495006625291
currency,0.5312075020438767
arguing,0.531165502983126
replied,0.5311445032871485
violated,0.5309817519089847
flew,0.5309239998339386
Print,0.530787491639365
basket,0.5307664899692223
president,0.5307559890932808
Mr,0.5307244863020867
Dubai,0.53047770598587
workplace,0.5303621866666784
accommodation,0.5303621866666784
Yahoo,0.5303149278249455
coal,0.5302991747568492
well-being,0.5302939237207324
shoe,0.5299420890800273
labour,0.5297320243383798
immigration,0.5296742546846067
nude,0.5296690028584518
argued,0.5296690028584518
reached,0.5296322398914802
ISIS,0.529611232337401
France,0.5295902246784098
shareholders,0.5295692169145804
Canadians,0.5294956889166438
Journal,0.5294904368677668
Gulf,0.5294274117721968
>,0.529306611051134
arrested,0.5293013587678885
showed,0.5292961064781542
demanded,0.5292383308631419
spam,0.5292173213542611
questioned,0.5291963117418542
«,0.5291595446712549
jail,0.5291280297874483
Pool,0.5291175247745612
investors,0.5289757045797941
lawmakers,0.52894418834485
criticism,0.5289021663393241
declined,0.5287971095345073
exchange,0.5287655919951618
healthcare,0.5287288212427287
luggage,0.52868679714391
Egypt,0.5286815441029539
jobs,0.5286657849419754
exchanges,0.5286132539928672
allegedly,0.5285502160174899
jokes,0.5285449628117439
kicked,0.5285397095996756
printing,0.5284976836756587
productivity,0.5284871771315108
fired,0.5284556573476697
shut,0.5284346440323707
kindness,0.5284241373369274
lifted,0.5283873637046164
