word,Joy_Score
enjoyed,0.9999998807907104
Enjoy,0.9999998807907104
🙂,0.9999998211860657
delighted,0.9999997615814209
Fun,0.9999997615814209
enjoying,0.9999997019767761
Glad,0.9999995827674866
enjoy,0.9999995231628418
enjoyable,0.9999995231628418
Happy,0.9999994039535522
lively,0.9999994039535522
glad,0.9999993443489075
colorful,0.9999992847442627
Awesome,0.9999992251396179
playful,0.9999990463256836
fun,0.999998927116394
Excellent,0.9999983906745911
delightful,0.9999980330467224
Fantastic,0.9999977350234985
Congratulations,0.9999975562095642
Great,0.9999974370002747
energetic,0.9999971985816956
pleased,0.9999970197677612
versatile,0.9999964833259583
Wonderful,0.9999964833259583
Cheers,0.9999964237213135
enjoys,0.9999960064888
Cool,0.9999949932098389
awesome,0.9999945759773254
exciting,0.9999945759773254
flavors,0.9999945163726807
terrific,0.9999935030937195
celebrates,0.9999932050704956
additions,0.9999927282333374
vibrant,0.9999924898147583
fantastic,0.9999920725822449
relaxed,0.9999919533729553
tunes,0.9999915957450867
tasty,0.9999914765357971
incorporated,0.9999911785125732
entertaining,0.9999905228614807
informative,0.9999903440475464
goodies,0.9999901056289673
complimentary,0.9999901056289673
thrilled,0.9999898672103882
happy,0.9999895691871643
excited,0.9999889135360718
Nice,0.9999884963035583
delight,0.9999884366989136
knowledgeable,0.9999881982803345
smiling,0.9999872446060181
adventures,0.9999871850013733
wonderful,0.999987006187439
memorable,0.9999869465827942
enhancing,0.9999862909317017
smiled,0.9999836683273315
incorporating,0.9999834895133972
friendly,0.9999831914901733
😉,0.9999820590019226
happily,0.9999820590019226
personalized,0.9999802708625793
Loved,0.9999791383743286
relaxing,0.9999784827232361
neat,0.9999784231185913
superb,0.9999778866767883
delicious,0.9999768137931824
welcoming,0.999975323677063
banner,0.9999746680259705
fabulous,0.9999739527702332
laughter,0.9999721050262451
quirky,0.9999711513519287
podcast,0.9999706745147705
celebrating,0.9999706149101257
enjoyment,0.9999697804450989
compliment,0.9999687671661377
breeze,0.999968409538269
smiles,0.9999669790267944
welcome,0.9999665021896362
crisp,0.9999663829803467
creations,0.9999648332595825
excellent,0.999964714050293
confident,0.9999629855155945
illustrations,0.9999620318412781
addition,0.9999617338180542
adventure,0.9999610781669617
Discover,0.9999591112136841
classics,0.9999582767486572
hilarious,0.999957263469696
impressive,0.9999567866325378
satisfying,0.9999563097953796
celebration,0.9999555945396423
inspiring,0.9999554753303528
humor,0.999955415725708
blessed,0.9999528527259827
liked,0.9999520182609558
grateful,0.999951958656311
exploring,0.9999513626098633
refreshing,0.9999513030052185
welcomed,0.9999489188194275
adorable,0.9999476671218872
complement,0.9999473094940186
Jump,0.999946653842926
amazing,0.9999449253082275
great,0.9999447464942932
atmosphere,0.9999442100524902
advantages,0.9999437928199768
honored,0.999943733215332
creative,0.9999433755874634
Amazing,0.9999432563781738
celebrate,0.9999412298202515
guided,0.9999409317970276
customized,0.9999396800994873
Guests,0.9999390840530396
Explore,0.999937117099762
Welcome,0.9999338984489441
inspired,0.9999319911003113
thanks,0.9999318718910217
backdrop,0.999931812286377
yummy,0.999931275844574
thank,0.9999303221702576
affordable,0.9999300837516785
high-quality,0.9999295473098755
innovative,0.9999290108680725
Lovely,0.999923825263977
nice,0.999923825263977
combinations,0.9999229907989502
laughs,0.9999229907989502
introducing,0.9999226331710815
rewarding,0.9999226331710815
smile,0.999921977519989
featuring,0.9999213218688965
recipes,0.999919593334198
lovely,0.99991774559021
Thanks,0.9999171495437622
cocktail,0.9999120831489563
colors,0.9999099373817444
sunshine,0.9999080300331116
cute,0.9999076724052429
nicely,0.9999067783355713
stylish,0.9999067187309265
Super,0.9999056458473206
Activities,0.9999046325683594
interactive,0.999900758266449
appreciation,0.9999006390571594
interesting,0.999900221824646
jokes,0.9998995661735535
activities,0.9998995661735535
fruits,0.9998979568481445
varieties,0.9998931884765625
Healthy,0.9998911023139954
crafts,0.9998875856399536
haha,0.9998869895935059
Ride,0.9998864531517029
beers,0.9998847842216492
Benefits,0.999883234500885
snack,0.9998828172683716
spring,0.9998818635940552
intriguing,0.9998779892921448
sturdy,0.9998767375946045
Magazine,0.9998767375946045
humour,0.9998744130134583
partnership,0.9998738765716553
combines,0.999873697757721
Adventure,0.9998729825019836
happier,0.9998725056648254
engaging,0.9998703598976135
funny,0.9998692870140076
portable,0.9998691082000732
thoughtful,0.9998688697814941
featured,0.9998682141304016
creation,0.9998672604560852
outdoors,0.9998628497123718
fabrics,0.9998602271080017
laughing,0.9998579621315002
offerings,0.9998570084571838
cool,0.9998555779457092
beautifully,0.9998548030853271
sunny,0.9998510479927063
collaboration,0.999850869178772
magical,0.9998498558998108
clever,0.9998494982719421
Cute,0.9998486042022705
encouraging,0.9998480677604675
designs,0.9998471140861511
Perfect,0.9998453259468079
introduction,0.9998442530632019
magnificent,0.9998388290405273
unique,0.9998345971107483
newest,0.9998316168785095
efficient,0.9998314380645752
handy,0.9998311400413513
variety,0.9998306035995483
bonus,0.9998293519020081
Unique,0.9998261332511902
Dragon,0.9998255968093872
snacks,0.9998210072517395
debut,0.9998209476470947
supportive,0.9998208284378052
celebrated,0.9998198747634888
simplicity,0.9998182654380798
explore,0.9998160600662231
Together,0.9998151063919067
enthusiasm,0.9998148083686829
cozy,0.9998146891593933
appreciate,0.9998139142990112
wonders,0.9998135566711426
laugh,0.9998135566711426
pleasant,0.9998129606246948
compact,0.9998128414154053
hobby,0.9998124837875366
outstanding,0.999809980392456
inspiration,0.9998093247413635
magazine,0.9998072981834412
inexpensive,0.999802827835083
guides,0.9998010993003845
drawings,0.9997994899749756
Ready,0.9997981786727905
Located,0.9997965693473816
FREE,0.9997965097427368
proud,0.9997962117195129
customize,0.99979168176651
rainbow,0.999791145324707
Year,0.9997885227203369
favorite,0.9997876882553101
Adventures,0.9997867941856384
sharing,0.9997860789299011
comfy,0.9997860193252563
perfectly,0.9997807145118713
Good,0.9997800588607788
coins,0.9997796416282654
Available,0.9997795820236206
appreciated,0.9997774362564087
gift,0.9997766017913818
combining,0.999776303768158
Beautiful,0.9997754693031311
Castle,0.9997718334197998
joy,0.9997717142105103
enhanced,0.9997690916061401
cooler,0.9997685551643372
diverse,0.9997685551643372
dedication,0.9997585415840149
Overall,0.9997555613517761
unlimited,0.9997540712356567
craft,0.9997532963752747
fresh,0.9997525811195374
productive,0.9997508525848389
