word,Joy_Score
commands,0.47101379005988336
Product,0.4708036882581457
sub,0.47074591207318095
strings,0.4706723798807959
loves,0.47063561426176126
scent,0.47052531931804276
Description,0.4704255311346377
SP,0.4700106478123302
setup,0.4699476311722758
disc,0.4696798211657776
festivals,0.4696010568328114
Accessories,0.46950129085205794
Metro,0.4694015273088048
MA,0.46930701673396813
accessory,0.4691547543302455
warranty,0.4689604968458114
Fall,0.46867175312114545
instruments,0.46860350766223297
LG,0.46851951486376575
accepts,0.4684197757327394
SD,0.46836728246624676
displays,0.4683200391249692
PA,0.4683200391249692
Sony,0.4682308032527826
SQL,0.46819930872392507
Item,0.46809957772192784
HD,0.46792636678048527
combo,0.4675012455077626
Application,0.46746450883849117
Edit,0.467338557224408
Rating,0.4670027066477416
keyboard,0.46695023268868846
Date,0.46685053418192013
fills,0.46634683500468216
specs,0.46592713805559194
PHP,0.4655966606263936
inputs,0.4655337159597973
Angel,0.4636668654511761
tutorials,0.46326321247421726
instrument,0.4631164414815403
demo,0.4630745080849214
programming,0.46244557013806026
vocals,0.4618219913384672
vampire,0.4608789904944834
drums,0.46016668626564755
guitar,0.45986295877812716
styling,0.45924512269732654
amp,0.45856460092087653
controller,0.4581040275857479
bass,0.4417070226347416
