word,Joy_Score
bass,0.5695198259476689
controller,0.5500118048095269
amp,0.549463096395726
styling,0.5486522845978136
guitar,0.5479160931253074
drums,0.5475541592203006
vampire,0.5467052900348576
vocals,0.5455813697387933
programming,0.5448380776940476
demo,0.5440883371423098
instrument,0.5440383472954607
tutorials,0.543863375850444
Angel,0.5433821486777956
inputs,0.5411562152324891
PHP,0.5410811546391475
specs,0.5406870560165076
fills,0.5401865400320776
Date,0.5395858139183919
keyboard,0.5394669065181191
Rating,0.5394043218706245
Edit,0.5390037507881833
Application,0.5388535236161363
combo,0.538809706026963
HD,0.5383026304737761
Item,0.5380960213534125
SQL,0.5379770586462352
Sony,0.5379394905764185
PA,0.5378330453735506
displays,0.5378330453735506
SD,0.5377766906338488
accepts,0.5377140731243062
LG,0.5375950965799111
instruments,0.5374949024841083
Fall,0.5374134925510271
warranty,0.5370690438884206
accessory,0.5368373039512913
MA,0.5366556588169955
Metro,0.5365429086650645
Accessories,0.5364238905623657
festivals,0.5363048683098556
disc,0.536210900451168
setup,0.5358913905364505
SP,0.5358162074410014
Description,0.5353212115820328
scent,0.5352021515271503
loves,0.5350705541677259
strings,0.5350266872952484
sub,0.534938951925321
Product,0.5348700154747229
commands,0.5346193262618476
