word,Joy_Score
Congratulations,0.9999518394470215
Awesome,0.9998707175254822
Fantastic,0.999866783618927
terrific,0.999798595905304
fabulous,0.9997512698173523
fantastic,0.999713122844696
awesome,0.9997059106826782
Cheers,0.9996938109397888
Excellent,0.9996553063392639
Wonderful,0.9995946288108826
Fun,0.9994677901268005
Great,0.9994668960571289
Enjoy,0.9993920922279358
Welcome,0.999374508857727
adorable,0.9990197420120239
wonderful,0.9990032315254211
fun,0.9989845156669617
delighted,0.9989410042762756
amazing,0.9989223480224609
Nice,0.998912513256073
Amazing,0.9988656044006348
Loved,0.9988554120063782
exciting,0.9988435506820679
LOVE,0.9988033771514893
great,0.9986835718154907
Beautiful,0.9986600279808044
Glad,0.9986031651496887
Happy,0.9986019730567932
!,0.9985976815223694
FREE,0.9985290765762329
delightful,0.9982658624649048
superb,0.9982196092605591
yummy,0.9982175230979919
inspiring,0.9980800747871399
🙂,0.9980794787406921
gorgeous,0.9980677366256714
Cool,0.9979906678199768
incredible,0.9979053735733032
Cute,0.9978895783424377
Join,0.9977766275405884
Thanks,0.9975607395172119
tasty,0.9975273013114929
Lovely,0.9975062012672424
welcome,0.9975025057792664
delicious,0.9973646402359009
versatile,0.9972568154335022
thrilled,0.9972532391548157
proud,0.9972364902496338
Perfect,0.9970952868461609
Meet,0.997075080871582
