word,Joy_Score
bass,0.5007898829001343
controller,0.5005664467186941
amp,0.5005601907863023
styling,0.5005509490676757
guitar,0.5005425604304427
drums,0.5005384372018598
vampire,0.5005287689414484
vocals,0.5005159727138264
programming,0.5005075129851931
demo,0.500498982166109
instrument,0.5004984134448264
tutorials,0.5004964229203269
Angel,0.5004909489778724
inputs,0.5004656408787815
PHP,0.5004647877967474
specs,0.5004603091160241
fills,0.5004546219023006
Date,0.5004477972456773
keyboard,0.5004464465323675
Rating,0.5004457356306229
Edit,0.5004411858594146
Application,0.5004394796951925
combo,0.5004389820639591
HD,0.5004332237596245
Item,0.5004308777837515
SQL,0.5004295270703614
Sony,0.5004291005292895
PA,0.5004278919962492
displays,0.5004278919962492
SD,0.5004272521846377
accepts,0.5004265412828452
LG,0.5004251905694352
instruments,0.5004240531265587
Fall,0.5004231289542183
warranty,0.5004192189942847
accessory,0.5004165886575733
MA,0.5004145270422968
Metro,0.5004132474190147
Accessories,0.5004118967055443
festivals,0.5004105459920679
disc,0.5004094796393191
setup,0.5004058540399458
SP,0.500405000957734
Description,0.5003993848331147
scent,0.5003980341195836
loves,0.500396541225674
strings,0.5003960435943693
sub,0.5003950483317574
Product,0.500394266339703
commands,0.5003914227322163
baking,0.5003897876579
whenever,0.5003870151405618
Section,0.5003868729601849
PS3,0.5003865175092422
accessories,0.500385451156412
date,0.5003839582624436
Schedule,0.5003813279254351
User,0.5003796928510679
custom,0.5003794084903075
Batman,0.5003784132276443
CSS,0.5003780577766925
throne,0.5003758539807825
composer,0.5003750719886818
extensions,0.5003732236437095
requires,0.5003712331183432
Canon,0.5003703089458477
Holy,0.5003700956752715
rack,0.5003691004125804
Whenever,0.5003690293223881
tutorial,0.5003682473302716
grants,0.5003676075185387
departments,0.5003670387969972
♥,0.5003668255264189
haha,0.5003647639108217
plugin,0.5003644084598555
variable,0.5003631288363738
Location,0.5003628444755995
CC,0.5003627733854059
Custom,0.5003624179344375
catalog,0.5003602852286199
alot,0.5003602852286199
sticks,0.5003597875972605
angel,0.5003591477855118
anytime,0.5003585079737618
placement,0.5003573705306479
Range,0.5003571572600636
cinnamon,0.50035651744831
manages,0.5003538160208931
lighting,0.5003533894797201
cupcakes,0.5003531051189378
Anyways,0.5003531051189378
preferably,0.5003526074875683
lineup,0.5003521809463938
Band,0.5003510435032595
Reviews,0.5003506880522793
modules,0.5003505458718871
DC,0.5003498349699252
specialty,0.5003483420758008
Currently,0.5003481998954078
exception,0.5003480577150146
hardcore,0.5003471335424575
Weight,0.5003457117385189
vanilla,0.5003455695581248
campus,0.5003428681306251
i,0.5003427259502299
Form,0.5003422994090436
Halloween,0.5003420150482526
SC,0.5003419439580549
Usually,0.5003410197854823
mouse,0.5003409486952842
worship,0.5003402377933035
